=== Customer Table ===

 Customer ID  Arrival time  Service start time  Service end time  Total time spent  Queue time  Queue length at arrival Server busy status  Server idle time  Dropped
          28      5.996313            5.996313          6.196313               0.2    0.000000                        0           not busy          0.596313    False
          29      6.189384            6.196313          6.396313               0.2    0.006929                        0           not busy          0.596313    False
          30      6.261094            6.396313          6.596313               0.2    0.135219                        0           not busy          0.596313    False
          31      6.295640            6.596313          6.796313               0.2    0.300672                        1           not busy          0.596313    False
          32      6.571840            6.796313          6.996313               0.2    0.224472                        1           not busy          0.596313    False
          34      6.594549            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
          35      6.604015            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
          36      6.668592            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
          33      6.580927            6.996313          7.196313               0.2    0.415385                        2           not busy          0.596313    False
          37      6.903366            7.196313          7.396313               0.2    0.292946                        4           not busy          0.596313    False
          38      7.024102            7.396313          7.596313               0.2    0.372210                        4           not busy          0.596313    False
          40      7.234357            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          39      7.137461            7.596313          7.796313               0.2    0.458852                        3           not busy          0.596313    False
          41      7.632885            7.796313          7.996313               0.2    0.163428                        1           not busy          0.596313    False
          42      7.925125            7.996313          8.196313               0.2    0.071187                        0           not busy          0.596313    False
          43      9.122184            9.122184          9.322184               0.2    0.000000                        0           not busy          1.522184    False
          44      9.261710            9.322184          9.522184               0.2    0.060474                        0           not busy          1.522184    False
          45      9.323342            9.522184          9.722184               0.2    0.198842                        0           not busy          1.522184    False
          46      9.541245            9.722184          9.922184               0.2    0.180938                        0           not busy          1.522184    False
          47      9.658514            9.922184         10.122184               0.2    0.263669                        1           not busy          1.522184    False
          49      9.727213            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          50      9.784890            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
          48      9.708359           10.122184         10.322184               0.2    0.413824                        2           not busy          1.522184    False
          51     10.410827           10.410827         10.610827               0.2    0.000000                        0           not busy          1.610827    False
          52     10.632749           10.632749         10.832749               0.2    0.000000                        0           not busy          1.632749    False
          53     10.911697           10.911697         11.111697               0.2    0.000000                        0           not busy          1.711697    False
          54     11.156514           11.156514         11.356514               0.2    0.000000                        0           not busy          1.756514    False
          55     11.253250           11.356514         11.556514               0.2    0.103264                        0           not busy          1.756514    False
          56     11.549973           11.556514         11.756514               0.2    0.006541                        0           not busy          1.756514    False
          57     11.558144           11.756514         11.956514               0.2    0.198370                        0           not busy          1.756514    False
          58     11.753901           11.956514         12.156514               0.2    0.202613                        1           not busy          1.756514    False
          59     11.997763           12.156514         12.356514               0.2    0.158751                        0           not busy          1.756514    False
          60     12.205459           12.356514         12.556514               0.2    0.151054                        0           not busy          1.756514    False
          61     12.373789           12.556514         12.756514               0.2    0.182725                        0           not busy          1.756514    False
          62     12.571549           12.756514         12.956514               0.2    0.184965                        0           not busy          1.756514    False
          63     12.708470           12.956514         13.156514               0.2    0.248044                        1           not busy          1.756514    False
          64     12.931227           13.156514         13.356514               0.2    0.225287                        1           not busy          1.756514    False
          65     12.957282           13.356514         13.556514               0.2    0.399232                        1           not busy          1.756514    False
          67     13.219639            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          66     13.113787           13.556514         13.756514               0.2    0.442727                        2           not busy          1.756514    False
          68     13.388932           13.756514         13.956514               0.2    0.367582                        2           not busy          1.756514    False
          69     13.510321           13.956514         14.156514               0.2    0.446193                        3           not busy          1.756514    False
          70     13.926368           14.156514         14.356514               0.2    0.230146                        1           not busy          1.756514    False
          71     13.946460           14.356514         14.556514               0.2    0.410054                        2           not busy          1.756514    False
          72     14.255251           14.556514         14.756514               0.2    0.301263                        1           not busy          1.756514    False
          74     14.440382            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          73     14.405485           14.756514         14.956514               0.2    0.351028                        1           not busy          1.756514    False
          75     14.555448           14.956514         15.156514               0.2    0.401066                        3           not busy          1.756514    False
          76     14.816970           15.156514         15.356514               0.2    0.339544                        2           not busy          1.756514    False
          77     15.009596           15.356514         15.556514               0.2    0.346918                        1           not busy          1.756514    False
          78     15.107262           15.556514         15.756514               0.2    0.449252                        2           not busy          1.756514    False
          79     15.426296           15.756514         15.956514               0.2    0.330218                        1           not busy          1.756514    False
          80     15.560896           15.956514         16.156514               0.2    0.395617                        1           not busy          1.756514    False
          82     15.795236            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          81     15.737585           16.156514         16.356514               0.2    0.418929                        2           not busy          1.756514    False
          83     16.185680           16.356514         16.556514               0.2    0.170834                        1           not busy          1.756514    False
          84     16.279318           16.556514         16.756514               0.2    0.277195                        2           not busy          1.756514    False
          85     16.397977           16.756514         16.956514               0.2    0.358537                        1           not busy          1.756514    False
          87     16.630699            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
          88     16.656360            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
          86     16.490187           16.956514         17.156514               0.2    0.466327                        2           not busy          1.756514    False
          89     17.194628           17.194628         17.394628               0.2    0.000000                        0           not busy          1.794628    False
          90     17.211316           17.394628         17.594628               0.2    0.183313                        0           not busy          1.794628    False
          91     17.429810           17.594628         17.794628               0.2    0.164819                        0           not busy          1.794628    False
          92     17.876621           17.876621         18.076621               0.2    0.000000                        0           not busy          1.876621    False
          93     18.096366           18.096366         18.296366               0.2    0.000000                        0           not busy          1.896366    False
          94     18.291195           18.296366         18.496366               0.2    0.005171                        0           not busy          1.896366    False
          95     18.454118           18.496366         18.696366               0.2    0.042248                        0           not busy          1.896366    False
          96     18.579260           18.696366         18.896366               0.2    0.117106                        0           not busy          1.896366    False
          97     18.611719           18.896366         19.096366               0.2    0.284647                        1           not busy          1.896366    False
          98     19.230010           19.230010         19.430010               0.2    0.000000                        0           not busy          2.030010    False
          99     19.734996           19.734996         19.934996               0.2    0.000000                        0           not busy          2.334996    False
         100     20.424808           20.424808         20.624808               0.2    0.000000                        0           not busy          2.824808    False
         101     20.525911           20.624808         20.824808               0.2    0.098897                        0           not busy          2.824808    False
         102     20.769756           20.824808         21.024808               0.2    0.055052                        0           not busy          2.824808    False
         103     21.127604           21.127604         21.327604               0.2    0.000000                        0           not busy          2.927604    False
         104     21.310528           21.327604         21.527604               0.2    0.017076                        0           not busy          2.927604    False
         105     22.072566           22.072566         22.272566               0.2    0.000000                        0           not busy          3.472566    False
         106     22.576252           22.576252         22.776252               0.2    0.000000                        0           not busy          3.776252    False
         107     22.691776           22.776252         22.976252               0.2    0.084476                        0           not busy          3.776252    False
         108     22.763028           22.976252         23.176252               0.2    0.213224                        1           not busy          3.776252    False
         109     22.919839           23.176252         23.376252               0.2    0.256414                        1           not busy          3.776252    False
         110     23.077587           23.376252         23.576252               0.2    0.298666                        1           not busy          3.776252    False
         112     23.100959            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         113     23.217870            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         111     23.084450           23.576252         23.776252               0.2    0.491803                        2           not busy          3.776252    False
         115     23.425222            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         114     23.388541           23.776252         23.976252               0.2    0.387712                        3           not busy          3.776252    False
         116     24.105433           24.105433         24.305433               0.2    0.000000                        0           not busy          3.905433    False
         117     25.435052           25.435052         25.635052               0.2    0.000000                        0           not busy          5.035052    False
         118     25.621088           25.635052         25.835052               0.2    0.013964                        0           not busy          5.035052    False
         119     25.632579           25.835052         26.035052               0.2    0.202473                        1           not busy          5.035052    False
         120     25.761677           26.035052         26.235052               0.2    0.273374                        1           not busy          5.035052    False
         121     25.878379           26.235052         26.435052               0.2    0.356672                        1           not busy          5.035052    False
         122     26.261823           26.435052         26.635052               0.2    0.173228                        0           not busy          5.035052    False
         123     26.324748           26.635052         26.835052               0.2    0.310303                        1           not busy          5.035052    False
         124     26.982970           26.982970         27.182970               0.2    0.000000                        0           not busy          5.182970    False
         125     27.064336           27.182970         27.382970               0.2    0.118634                        0           not busy          5.182970    False
         126     27.118854           27.382970         27.582970               0.2    0.264116                        1           not busy          5.182970    False
         127     27.294720           27.582970         27.782970               0.2    0.288250                        1           not busy          5.182970    False
         128     27.349455           27.782970         27.982970               0.2    0.433515                        2           not busy          5.182970    False
         129     27.848816           27.982970         28.182970               0.2    0.134154                        0           not busy          5.182970    False
         130     28.016183           28.182970         28.382970               0.2    0.166787                        0           not busy          5.182970    False
         131     28.126950           28.382970         28.582970               0.2    0.256020                        1           not busy          5.182970    False
         133     28.249404            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         132     28.220906           28.582970         28.782970               0.2    0.362064                        1           not busy          5.182970    False
         134     28.395162           28.782970         28.982970               0.2    0.387808                        2           not busy          5.182970    False
         135     28.588276           28.982970         29.182970               0.2    0.394694                        2           not busy          5.182970    False
         136     28.840689           29.182970         29.382970               0.2    0.342281                        1           not busy          5.182970    False
         138     28.964444            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         139     29.071918            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         137     28.883686           29.382970         29.582970               0.2    0.499284                        2           not busy          5.182970    False
         140     29.117974           29.582970         29.782970               0.2    0.464996                        4           not busy          5.182970    False
         142     29.461222            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         143     29.461596            0.000000          0.000000               0.0    0.000000                        5               busy          0.000000     True
         141     29.389207           29.782970         29.982970               0.2    0.393763                        3           not busy          5.182970    False
         145     29.636611            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         146     29.657751            0.000000          0.000000               0.0    0.000000                        5               busy          0.000000     True
         147     29.663703            0.000000          0.000000               0.0    0.000000                        6               busy          0.000000     True
         144     29.571325           29.982970         30.182970               0.2    0.411645                        5           not busy          5.182970    False
         148     30.118729           30.182970         30.382970               0.2    0.064241                        3           not busy          5.182970    False
         149     30.140027           30.382970         30.582970               0.2    0.242943                        3           not busy          5.182970    False
         150     30.429910           30.582970         30.782970               0.2    0.153060                        0           not busy          5.182970    False
         151     31.214897           31.214897         31.414897               0.2    0.000000                        0           not busy          5.614897    False
         152     31.330259           31.414897         31.614897               0.2    0.084638                        0           not busy          5.614897    False
         153     31.688012           31.688012         31.888012               0.2    0.000000                        0           not busy          5.688012    False
         154     31.913493           31.913493         32.113493               0.2    0.000000                        0           not busy          5.713493    False
         155     32.523347           32.523347         32.723347               0.2    0.000000                        0           not busy          6.123347    False
         156     32.865881           32.865881         33.065881               0.2    0.000000                        0           not busy          6.265881    False
         157     32.968828           33.065881         33.265881               0.2    0.097052                        0           not busy          6.265881    False
         158     33.068719           33.265881         33.465881               0.2    0.197162                        0           not busy          6.265881    False
         159     33.146499           33.465881         33.665881               0.2    0.319382                        1           not busy          6.265881    False
         160     33.446139           33.665881         33.865881               0.2    0.219742                        1           not busy          6.265881    False
         162     33.552537            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         161     33.528694           33.865881         34.065881               0.2    0.337186                        1           not busy          6.265881    False
         163     33.660152           34.065881         34.265881               0.2    0.405728                        3           not busy          6.265881    False
         165     33.846962            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         166     33.963099            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         164     33.805091           34.265881         34.465881               0.2    0.460790                        3           not busy          6.265881    False
         167     34.303382           34.465881         34.665881               0.2    0.162499                        2           not busy          6.265881    False
         168     34.334105           34.665881         34.865881               0.2    0.331776                        3           not busy          6.265881    False
         169     34.614071           34.865881         35.065881               0.2    0.251810                        1           not busy          6.265881    False
         170     35.044487           35.065881         35.265881               0.2    0.021394                        0           not busy          6.265881    False
         171     35.234619           35.265881         35.465881               0.2    0.031261                        0           not busy          6.265881    False
         172     35.585010           35.585010         35.785010               0.2    0.000000                        0           not busy          6.385010    False
         173     36.179290           36.179290         36.379290               0.2    0.000000                        0           not busy          6.779290    False
         174     36.196114           36.379290         36.579290               0.2    0.183175                        0           not busy          6.779290    False
         175     36.617876           36.617876         36.817876               0.2    0.000000                        0           not busy          6.817876    False
         176     36.793540           36.817876         37.017876               0.2    0.024336                        0           not busy          6.817876    False
         177     37.038660           37.038660         37.238660               0.2    0.000000                        0           not busy          6.838660    False
         178     37.069580           37.238660         37.438660               0.2    0.169080                        0           not busy          6.838660    False
         179     37.643321           37.643321         37.843321               0.2    0.000000                        0           not busy          7.043321    False
         180     37.992363           37.992363         38.192363               0.2    0.000000                        0           not busy          7.192363    False
         181     38.139547           38.192363         38.392363               0.2    0.052816                        0           not busy          7.192363    False
         182     38.175610           38.392363         38.592363               0.2    0.216753                        1           not busy          7.192363    False
         183     38.555107           38.592363         38.792363               0.2    0.037256                        0           not busy          7.192363    False
         184     39.326654           39.326654         39.526654               0.2    0.000000                        0           not busy          7.726654    False
         185     39.358125           39.526654         39.726654               0.2    0.168529                        0           not busy          7.726654    False
         186     39.943365           39.943365         40.143365               0.2    0.000000                        0           not busy          7.943365    False
         187     40.216410           40.216410         40.416410               0.2    0.000000                        0           not busy          8.016410    False
         188     40.273452           40.416410         40.616410               0.2    0.142959                        0           not busy          8.016410    False
         189     40.353349           40.616410         40.816410               0.2    0.263062                        1           not busy          8.016410    False
         190     40.867133           40.867133         41.067133               0.2    0.000000                        0           not busy          8.067133    False
         191     41.020742           41.067133         41.267133               0.2    0.046391                        0           not busy          8.067133    False
         192     41.150720           41.267133         41.467133               0.2    0.116413                        0           not busy          8.067133    False
         193     41.168905           41.467133         41.667133               0.2    0.298228                        1           not busy          8.067133    False
         195     41.217643            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         196     41.336109            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         194     41.213345           41.667133         41.867133               0.2    0.453788                        2           not busy          8.067133    False
         197     41.425172           41.867133         42.067133               0.2    0.441961                        4           not busy          8.067133    False
         198     41.833894           42.067133         42.267133               0.2    0.233239                        2           not busy          8.067133    False
         199     42.376391           42.376391         42.576391               0.2    0.000000                        0           not busy          8.176391    False
         200     42.832909           42.832909         43.032909               0.2    0.000000                        0           not busy          8.432909    False
         201     42.865927           43.032909         43.232909               0.2    0.166982                        0           not busy          8.432909    False
         203     42.904595            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         202     42.902819           43.232909         43.432909               0.2    0.330090                        1           not busy          8.432909    False
         204     43.143348           43.432909         43.632909               0.2    0.289561                        2           not busy          8.432909    False
         206     43.212136            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         207     43.239723            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         205     43.185193           43.632909         43.832909               0.2    0.447716                        3           not busy          8.432909    False
         208     43.593393           43.832909         44.032909               0.2    0.239515                        3           not busy          8.432909    False
         209     43.759502           44.032909         44.232909               0.2    0.273407                        1           not busy          8.432909    False
         210     43.878153           44.232909         44.432909               0.2    0.354756                        1           not busy          8.432909    False
         211     43.987333           44.432909         44.632909               0.2    0.445576                        2           not busy          8.432909    False
         213     44.201385            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         212     44.134427           44.632909         44.832909               0.2    0.498481                        2           not busy          8.432909    False
         215     44.477933            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         214     44.419637           44.832909         45.032909               0.2    0.413272                        3           not busy          8.432909    False
         216     44.735059           45.032909         45.232909               0.2    0.297850                        2           not busy          8.432909    False
         217     44.823727           45.232909         45.432909               0.2    0.409182                        3           not busy          8.432909    False
         218     45.026275           45.432909         45.632909               0.2    0.406634                        2           not busy          8.432909    False
         219     45.312555           45.632909         45.832909               0.2    0.320353                        1           not busy          8.432909    False
         220     45.597691           45.832909         46.032909               0.2    0.235217                        1           not busy          8.432909    False
         221     45.991928           46.032909         46.232909               0.2    0.040981                        0           not busy          8.432909    False
         222     46.052853           46.232909         46.432909               0.2    0.180055                        0           not busy          8.432909    False
         223     46.138711           46.432909         46.632909               0.2    0.294198                        1           not busy          8.432909    False
         224     46.176004           46.632909         46.832909               0.2    0.456905                        2           not busy          8.432909    False
         225     46.533184           46.832909         47.032909               0.2    0.299725                        1           not busy          8.432909    False
         226     46.739033           47.032909         47.232909               0.2    0.293875                        1           not busy          8.432909    False
         228     46.916192            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         227     46.897304           47.232909         47.432909               0.2    0.335604                        1           not busy          8.432909    False
         229     47.183312           47.432909         47.632909               0.2    0.249597                        2           not busy          8.432909    False
         230     47.208757           47.632909         47.832909               0.2    0.424152                        3           not busy          8.432909    False
         231     47.380755           47.832909         48.032909               0.2    0.452153                        3           not busy          8.432909    False
         232     47.564694           48.032909         48.232909               0.2    0.468215                        2           not busy          8.432909    False
         234     47.816261            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         233     47.778323           48.232909         48.432909               0.2    0.454586                        2           not busy          8.432909    False
         235     48.099004           48.432909         48.632909               0.2    0.333904                        2           not busy          8.432909    False
         236     48.204136           48.632909         48.832909               0.2    0.428772                        3           not busy          8.432909    False
         237     48.477235           48.832909         49.032909               0.2    0.355674                        1           not busy          8.432909    False
         238     48.685057           49.032909         49.232909               0.2    0.347852                        1           not busy          8.432909    False
         239     48.833840           49.232909         49.432909               0.2    0.399068                        1           not busy          8.432909    False
         241     49.109910            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         240     49.099028           49.432909         49.632909               0.2    0.333880                        1           not busy          8.432909    False
         243     49.253150            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         244     49.258202            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         242     49.205011           49.632909         49.832909               0.2    0.427898                        3           not busy          8.432909    False
         246     49.374231            0.000000          0.000000               0.0    0.000000                        6               busy          0.000000     True
         247     49.411930            0.000000          0.000000               0.0    0.000000                        7               busy          0.000000     True
         248     49.415707            0.000000          0.000000               0.0    0.000000                        8               busy          0.000000     True
         245     49.347725           49.832909         50.032909               0.2    0.485184                        5           not busy          8.432909    False
         249     49.923029           50.032909         50.232909               0.2    0.109880                        0           not busy          8.432909    False
         250     50.088638           50.232909         50.432909               0.2    0.144271                        0           not busy          8.432909    False
         251     50.208250           50.432909         50.632909               0.2    0.224659                        1           not busy          8.432909    False
         253     50.290275            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         252     50.258107           50.632909         50.832909               0.2    0.374802                        1           not busy          8.432909    False
         254     50.333192           50.832909         51.032909               0.2    0.499717                        3           not busy          8.432909    False
         255     50.541116           51.032909         51.232909               0.2    0.491793                        3           not busy          8.432909    False
         257     50.834731            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         258     50.837468            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         256     50.767852           51.232909         51.432909               0.2    0.465057                        3           not busy          8.432909    False
         259     51.375360           51.432909         51.632909               0.2    0.057548                        0           not busy          8.432909    False
         260     51.531524           51.632909         51.832909               0.2    0.101385                        0           not busy          8.432909    False
         261     51.747737           51.832909         52.032909               0.2    0.085172                        0           not busy          8.432909    False
         262     52.041441           52.041441         52.241441               0.2    0.000000                        0           not busy          8.441441    False
         263     52.081953           52.241441         52.441441               0.2    0.159488                        0           not busy          8.441441    False
         264     52.553532           52.553532         52.753532               0.2    0.000000                        0           not busy          8.553532    False
         265     52.671287           52.753532         52.953532               0.2    0.082244                        0           not busy          8.553532    False
         266     52.681571           52.953532         53.153532               0.2    0.271961                        1           not busy          8.553532    False
         267     53.007992           53.153532         53.353532               0.2    0.145540                        0           not busy          8.553532    False
         268     53.463060           53.463060         53.663060               0.2    0.000000                        0           not busy          8.663060    False
         269     53.783812           53.783812         53.983812               0.2    0.000000                        0           not busy          8.783812    False
         270     53.994997           53.994997         54.194997               0.2    0.000000                        0           not busy          8.794997    False
         271     54.067245           54.194997         54.394997               0.2    0.127752                        0           not busy          8.794997    False
         272     54.141677           54.394997         54.594997               0.2    0.253320                        1           not busy          8.794997    False
         273     54.299202           54.594997         54.794997               0.2    0.295795                        1           not busy          8.794997    False
         274     54.309789           54.794997         54.994997               0.2    0.485209                        2           not busy          8.794997    False
         275     55.214155           55.214155         55.414155               0.2    0.000000                        0           not busy          9.014155    False
         276     55.215564           55.414155         55.614155               0.2    0.198592                        0           not busy          9.014155    False
         277     55.475159           55.614155         55.814155               0.2    0.138997                        0           not busy          9.014155    False
         278     55.649167           55.814155         56.014155               0.2    0.164989                        0           not busy          9.014155    False
         279     56.353095           56.353095         56.553095               0.2    0.000000                        0           not busy          9.353095    False
         280     56.629245           56.629245         56.829245               0.2    0.000000                        0           not busy          9.429245    False
         281     56.675971           56.829245         57.029245               0.2    0.153274                        0           not busy          9.429245    False
         282     57.126034           57.126034         57.326034               0.2    0.000000                        0           not busy          9.526034    False
         283     57.434957           57.434957         57.634957               0.2    0.000000                        0           not busy          9.634957    False
         284     57.553041           57.634957         57.834957               0.2    0.081916                        0           not busy          9.634957    False
         285     57.902014           57.902014         58.102014               0.2    0.000000                        0           not busy          9.702014    False
         286     58.570608           58.570608         58.770608               0.2    0.000000                        0           not busy         10.170608    False
         287     58.856259           58.856259         59.056259               0.2    0.000000                        0           not busy         10.256259    False
         288     58.864307           59.056259         59.256259               0.2    0.191953                        0           not busy         10.256259    False
         289     58.936644           59.256259         59.456259               0.2    0.319615                        1           not busy         10.256259    False
         290     59.403715           59.456259         59.656259               0.2    0.052544                        0           not busy         10.256259    False
         291     59.451942           59.656259         59.856259               0.2    0.204317                        1           not busy         10.256259    False
         292     59.856642           59.856642         60.056642               0.2    0.000000                        0           not busy         10.256642    False
         293     60.092225           60.092225         60.292225               0.2    0.000000                        0           not busy         10.292225    False
         294     60.279892           60.292225         60.492225               0.2    0.012333                        0           not busy         10.292225    False
         295     60.782842           60.782842         60.982842               0.2    0.000000                        0           not busy         10.582842    False
         296     60.869076           60.982842         61.182842               0.2    0.113765                        0           not busy         10.582842    False
         297     60.871614           61.182842         61.382842               0.2    0.311228                        1           not busy         10.582842    False
         298     61.164339           61.382842         61.582842               0.2    0.218502                        1           not busy         10.582842    False
         299     61.167263           61.582842         61.782842               0.2    0.415578                        2           not busy         10.582842    False
         300     61.608911           61.782842         61.982842               0.2    0.173930                        0           not busy         10.582842    False
         301     62.017509           62.017509         62.217509               0.2    0.000000                        0           not busy         10.617509    False
         302     62.344756           62.344756         62.544756               0.2    0.000000                        0           not busy         10.744756    False
         303     63.107686           63.107686         63.307686               0.2    0.000000                        0           not busy         11.307686    False
         304     63.129373           63.307686         63.507686               0.2    0.178313                        0           not busy         11.307686    False
         305     63.284097           63.507686         63.707686               0.2    0.223590                        1           not busy         11.307686    False
         306     63.354657           63.707686         63.907686               0.2    0.353029                        1           not busy         11.307686    False
         307     64.051110           64.051110         64.251110               0.2    0.000000                        0           not busy         11.451110    False
         308     64.091021           64.251110         64.451110               0.2    0.160090                        0           not busy         11.451110    False
         309     64.217510           64.451110         64.651110               0.2    0.233601                        1           not busy         11.451110    False
         311     64.257162            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         312     64.349347            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         310     64.234494           64.651110         64.851110               0.2    0.416616                        2           not busy         11.451110    False
         313     64.589703           64.851110         65.051110               0.2    0.261408                        3           not busy         11.451110    False
         314     65.184227           65.184227         65.384227               0.2    0.000000                        0           not busy         11.584227    False
         315     65.752504           65.752504         65.952504               0.2    0.000000                        0           not busy         11.952504    False
         316     65.870631           65.952504         66.152504               0.2    0.081873                        0           not busy         11.952504    False
         317     66.314592           66.314592         66.514592               0.2    0.000000                        0           not busy         12.114592    False
         318     66.391028           66.514592         66.714592               0.2    0.123563                        0           not busy         12.114592    False
         319     66.467659           66.714592         66.914592               0.2    0.246933                        1           not busy         12.114592    False
         320     66.939794           66.939794         67.139794               0.2    0.000000                        0           not busy         12.139794    False
         321     67.250571           67.250571         67.450571               0.2    0.000000                        0           not busy         12.250571    False
         322     67.423056           67.450571         67.650571               0.2    0.027515                        0           not busy         12.250571    False
         323     67.613960           67.650571         67.850571               0.2    0.036611                        0           not busy         12.250571    False
         324     68.405928           68.405928         68.605928               0.2    0.000000                        0           not busy         12.805928    False
         325     69.215659           69.215659         69.415659               0.2    0.000000                        0           not busy         13.415659    False
         326     70.116962           70.116962         70.316962               0.2    0.000000                        0           not busy         14.116962    False
         327     70.354410           70.354410         70.554410               0.2    0.000000                        0           not busy         14.154410    False
         328     70.405633           70.554410         70.754410               0.2    0.148777                        0           not busy         14.154410    False
         329     70.489782           70.754410         70.954410               0.2    0.264627                        1           not busy         14.154410    False
         330     70.528291           70.954410         71.154410               0.2    0.426119                        2           not busy         14.154410    False
         332     70.795847            0.000000          0.000000               0.0    0.000000                        2               busy          0.000000     True
         333     70.836708            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
         331     70.793698           71.154410         71.354410               0.2    0.360712                        1           not busy         14.154410    False
         334     70.879301           71.354410         71.554410               0.2    0.475109                        4           not busy         14.154410    False
         336     71.166900            0.000000          0.000000               0.0    0.000000                        4               busy          0.000000     True
         335     71.140701           71.554410         71.754410               0.2    0.413709                        4           not busy         14.154410    False
         337     71.275735           71.754410         71.954410               0.2    0.478674                        5           not busy         14.154410    False
         339     71.653701            0.000000          0.000000               0.0    0.000000                        3               busy          0.000000     True
